CPDB Officer ID,Self Evaluation,K Means Evalutions,D-Tree Regression Prediction,D Tree Result
6996,1,0,-0.008332433,0
7001,1,1,0.999750099,1
7013,1,1,1.001546455,1
7015,0,0,0.008214194,0
7018,1,1,1.001499706,1
7021,1,1,1.001333654,1
7025,1,1,1.000905056,1
7032,1,1,0.996779376,1
7043,1,1,1.028358784,1
7044,1,1,1.000546303,1
7070,1,1,0.999701649,1
7072,0,0,0.001372557,0
7074,1,1,1.000320087,1
7077,1,1,1.002757577,1
7081,1,1,0.998480093,1
7113,1,1,1.000151124,1
7114,1,1,1.003141028,1
7130,1,1,1.002647461,1
7153,1,1,0.999727789,1
7159,1,1,1.000510935,1
7172,1,0,0.059925453,0
7182,1,1,0.494103108,0
7188,1,1,0.999307527,1
7194,1,1,1.00102022,1
7199,0,0,-0.000343843,0
7201,1,1,0.499726934,0
7202,1,1,1.0002881,1
7209,1,1,1.000690557,1
7211,1,1,0.999894129,1
7212,1,1,1.001393103,1
7213,1,1,1.037834108,1
7226,1,0,0.039804232,0
7238,1,1,1.001415492,1
7239,1,1,1.000775721,1
7241,1,0,-0.021167224,0
7242,1,1,1.001643233,1
7243,1,1,1.001193104,1
7244,0,0,0.003724361,0
7248,1,0,-0.013042232,0
7250,1,1,1.002524387,1
7252,1,1,1.003983291,1
7255,1,1,1.002939169,1
7263,1,1,0.992436253,1
7270,1,1,1.000161618,1
7271,1,1,1.003749151,1
7272,1,1,1.003749151,1
7313,1,1,1.002892749,1
7318,1,1,1.002732133,1
7321,1,1,1.002200128,1
7325,1,1,1.002992159,1
7328,1,1,1.030843264,1
7329,1,1,1.001950345,1
7330,1,1,1.001950345,1
7335,1,1,1.003050261,1
7341,1,1,0.997448405,1
7347,0,0,0.006710458,0
7349,1,1,1.003490897,1
7355,1,1,1.001471945,1
7361,1,1,1.001779866,1
7374,1,1,1.002892749,1
7388,1,1,1.003050261,1
7391,0,0,0.011409617,0
7392,1,1,1.030228489,1
7399,1,1,1.002200128,1
7414,1,1,1.003050261,1
7432,1,1,1.002046713,1
7437,1,0,0.000832453,0
7464,1,1,1.006209384,1
7473,1,0,-0.025141145,0
7501,1,1,1.004822651,1
7503,1,1,1.001702692,1
