"officer_id","row_number","incident_date","incident_date-2","allegation_interval","goodorbad"
11384,"84286","2015-09-01 19:00:00-05","2017-09-26 19:00:00-05","756 days","good"
11400,"84394","2015-01-04 18:00:00-06","2015-10-29 19:00:00-05","298 days","good"
11400,"84395","2015-10-29 19:00:00-05","2015-12-01 18:00:00-06","33 days","good"
11400,"84396","2015-12-01 18:00:00-06","2016-03-25 19:00:00-05","115 days","good"
11413,"84505","2015-07-22 19:00:00-05","2015-10-09 19:00:00-05","79 days","good"
11424,"84593","2015-02-10 18:00:00-06","2015-03-19 19:00:00-05","37 days","good"
11451,"84771","2015-01-07 18:00:00-06","2016-02-02 18:00:00-06","391 days","good"
11689,"86305","2015-09-01 19:00:00-05","2015-09-03 19:00:00-05","2 days","good"
11692,"86323","2015-02-19 18:00:00-06","2015-06-24 19:00:00-05","125 days","good"
11692,"86324","2015-06-24 19:00:00-05","2015-09-20 19:00:00-05","88 days","good"
11701,"86413","2015-03-19 19:00:00-05","2016-08-13 19:00:00-05","513 days","good"
11713,"86524","2015-08-21 19:00:00-05","2015-09-05 19:00:00-05","15 days","good"
11778,"86971","2015-03-31 19:00:00-05","2016-03-18 19:00:00-05","353 days","good"
11798,"87115","2015-05-11 19:00:00-05","2015-10-15 19:00:00-05","157 days","good"
11798,"87116","2015-10-15 19:00:00-05","2016-05-02 19:00:00-05","200 days","good"
11808,"87155","2015-05-08 19:00:00-05","2015-05-27 19:00:00-05","19 days","good"
11808,"87156","2015-05-27 19:00:00-05","2016-02-17 18:00:00-06","266 days","good"
11816,"87191","2015-02-02 18:00:00-06","2015-03-03 18:00:00-06","29 days","good"
11816,"87192","2015-03-03 18:00:00-06","2015-09-17 19:00:00-05","198 days","good"
11822,"87265","2015-02-13 18:00:00-06","2015-03-20 19:00:00-05","35 days","good"
11822,"87266","2015-03-20 19:00:00-05","2015-06-24 19:00:00-05","96 days","good"
11822,"87267","2015-06-24 19:00:00-05","2015-10-14 19:00:00-05","112 days","good"
11855,"87542","2015-03-15 19:00:00-05","2015-06-15 19:00:00-05","92 days","good"
11855,"87543","2015-06-15 19:00:00-05","2015-06-16 19:00:00-05","1 day","good"
11859,"87548","2015-03-06 18:00:00-06","2016-04-08 19:00:00-05","399 days","good"
11873,"87685","2015-05-11 19:00:00-05","2016-01-01 18:00:00-06","235 days","good"
11929,"88001","2015-04-17 19:00:00-05","2016-01-10 18:00:00-06","268 days","good"
11983,"88425","2015-06-25 19:00:00-05","2015-11-15 18:00:00-06","143 days","good"
12000,"88571","2015-02-19 18:00:00-06","2016-01-07 18:00:00-06","322 days","good"
12049,"88981","2015-07-19 19:00:00-05","2017-07-12 19:00:00-05","724 days","good"
12057,"89028","2015-02-05 18:00:00-06","2015-04-11 19:00:00-05","65 days","good"
12057,"89029","2015-04-11 19:00:00-05","2015-11-26 18:00:00-06","229 days","good"
12059,"89049","2015-02-21 18:00:00-06","2015-03-20 19:00:00-05","27 days","bad"
12059,"89050","2015-03-20 19:00:00-05","2015-07-26 19:00:00-05","128 days","bad"
12059,"89051","2015-07-26 19:00:00-05","2015-10-17 19:00:00-05","83 days","bad"
12062,"89062","2015-02-28 18:00:00-06","2016-05-27 19:00:00-05","454 days","good"
12067,"89092","2015-09-26 19:00:00-05","2015-11-30 18:00:00-06","65 days","good"
12079,"89199","2015-01-18 18:00:00-06","2016-02-27 18:00:00-06","405 days","good"
12085,"89306","2015-04-30 19:00:00-05","2015-06-13 19:00:00-05","44 days","good"
12088,"89336","2015-05-16 19:00:00-05","2017-12-18 18:00:00-06","947 days","good"
12147,"89706","2015-03-11 19:00:00-05","2015-11-19 18:00:00-06","253 days","bad"
12147,"89707","2015-11-19 18:00:00-06","2017-05-23 19:00:00-05","551 days","bad"
12159,"89815","2015-06-02 19:00:00-05","2015-08-30 19:00:00-05","89 days","bad"
12159,"89816","2015-08-30 19:00:00-05","2015-09-04 19:00:00-05","5 days","bad"
12181,"90010","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","good"
12181,"90011","2015-07-24 19:00:00-05","2015-10-21 19:00:00-05","89 days","good"
12234,"90388","2015-03-18 19:00:00-05","2017-10-13 19:00:00-05","940 days","good"
12268,"90727","2015-05-13 19:00:00-05","2016-03-30 19:00:00-05","322 days","good"
12396,"91684","2015-03-05 18:00:00-06","2016-02-10 18:00:00-06","342 days","good"
12432,"91963","2015-04-30 19:00:00-05","2016-03-23 19:00:00-05","328 days","good"
12463,"92150","2015-06-02 19:00:00-05","2017-09-20 19:00:00-05","841 days","good"
12495,"92527","2015-02-18 18:00:00-06","2015-10-29 19:00:00-05","253 days","bad"
12495,"92528","2015-10-29 19:00:00-05","2016-01-24 18:00:00-06","87 days","bad"
12497,"92545","2015-01-09 18:00:00-06","2015-09-01 19:00:00-05","235 days","good"
12499,"92558","2015-08-23 19:00:00-05","2015-12-16 18:00:00-06","115 days","good"
12499,"92559","2015-12-16 18:00:00-06","2017-03-05 18:00:00-06","445 days","good"
12521,"92752","2015-04-18 19:00:00-05","2016-03-22 19:00:00-05","339 days","good"
12529,"92814","2015-01-15 18:00:00-06","2015-06-05 19:00:00-05","141 days","good"
12529,"92815","2015-06-05 19:00:00-05","2016-01-16 18:00:00-06","225 days","good"
12588,"93164","2015-11-25 18:00:00-06","2016-03-28 19:00:00-05","124 days","good"
12622,"93389","2015-03-08 19:00:00-05","2015-03-08 19:00:00-05","00:00:00","bad"
12622,"93390","2015-03-08 19:00:00-05","2015-09-04 19:00:00-05","180 days","bad"
12634,"93611","2015-08-09 19:00:00-05","2015-12-13 18:00:00-06","126 days","good"
12634,"93612","2015-12-13 18:00:00-06","2016-01-02 18:00:00-06","20 days","good"
12667,"93838","2015-05-21 19:00:00-05","2015-06-02 19:00:00-05","12 days","good"
12667,"93839","2015-06-02 19:00:00-05","2015-11-05 18:00:00-06","156 days","good"
12679,"93925","2015-11-09 18:00:00-06","2015-11-10 18:00:00-06","1 day","good"
12804,"94731","2015-05-11 19:00:00-05","2015-08-01 19:00:00-05","82 days","good"
12804,"94732","2015-08-01 19:00:00-05","2016-02-22 18:00:00-06","205 days","good"
12806,"94752","2015-01-01 18:00:00-06","2015-09-29 19:00:00-05","271 days","good"
12832,"94944","2015-04-05 19:00:00-05","2015-08-20 19:00:00-05","137 days","good"
13028,"96060","2015-03-24 19:00:00-05","2015-12-19 18:00:00-06","270 days","good"
13041,"96148","2015-01-23 18:00:00-06","2016-01-23 18:00:00-06","365 days","good"
13114,"96777","2015-02-02 18:00:00-06","2017-07-01 19:00:00-05","880 days","good"
13118,"96801","2015-05-07 19:00:00-05","2015-08-18 19:00:00-05","103 days","good"
13118,"96802","2015-08-18 19:00:00-05","2017-09-06 19:00:00-05","750 days","good"
13234,"97492","2015-01-11 18:00:00-06","2015-03-19 19:00:00-05","67 days","good"
13256,"97648","2015-02-23 18:00:00-06","2015-06-11 19:00:00-05","108 days","good"
13256,"97649","2015-06-11 19:00:00-05","2017-05-02 19:00:00-05","691 days","good"
13288,"97971","2015-01-01 18:00:00-06","2015-03-29 19:00:00-05","87 days","good"
13293,"97981","2015-06-17 19:00:00-05","2015-07-04 19:00:00-05","17 days","good"
13293,"97982","2015-07-04 19:00:00-05","2015-11-16 18:00:00-06","135 days","good"
13306,"98124","2015-01-17 18:00:00-06","2015-03-12 19:00:00-05","54 days","good"
13306,"98125","2015-03-12 19:00:00-05","2015-08-04 19:00:00-05","145 days","good"
13308,"98136","2015-03-05 18:00:00-06","2015-08-08 19:00:00-05","156 days","good"
13333,"98362","2015-04-11 19:00:00-05","2015-04-12 19:00:00-05","1 day","good"
13348,"98466","2015-09-27 19:00:00-05","2015-10-18 19:00:00-05","21 days","good"
13352,"98492","2015-11-21 18:00:00-06","2015-11-23 18:00:00-06","2 days","good"
13359,"98523","2015-05-14 19:00:00-05","2015-10-10 19:00:00-05","149 days","good"
13359,"98524","2015-10-10 19:00:00-05","2016-03-11 18:00:00-06","153 days","good"
13415,"99003","2015-07-19 19:00:00-05","2017-09-11 19:00:00-05","785 days","good"
13534,"99938","2015-11-30 18:00:00-06","2016-04-21 19:00:00-05","143 days","good"
13585,"100331","2015-07-19 19:00:00-05","2015-10-18 19:00:00-05","91 days","good"
13585,"100332","2015-10-18 19:00:00-05","2016-02-19 18:00:00-06","124 days","good"
13605,"100643","2015-06-19 19:00:00-05","2015-09-08 19:00:00-05","81 days","good"
13611,"100676","2015-02-22 18:00:00-06","2015-04-05 19:00:00-05","42 days","good"
13727,"101566","2015-07-22 19:00:00-05","2015-09-04 19:00:00-05","44 days","good"
13790,"102302","2015-06-06 19:00:00-05","2015-09-14 19:00:00-05","100 days","good"
13790,"102303","2015-09-14 19:00:00-05","2016-01-01 18:00:00-06","109 days","good"
13800,"102386","2015-04-22 19:00:00-05","2016-03-24 19:00:00-05","337 days","good"
13872,"102811","2015-07-20 19:00:00-05","2017-10-25 19:00:00-05","828 days","bad"
13873,"102829","2015-03-06 18:00:00-06","2015-04-12 19:00:00-05","37 days","good"
13873,"102830","2015-04-12 19:00:00-05","2015-04-19 19:00:00-05","7 days","good"
13873,"102831","2015-04-19 19:00:00-05","2015-05-29 19:00:00-05","40 days","good"
13873,"102832","2015-05-29 19:00:00-05","2015-09-16 19:00:00-05","110 days","good"
13881,"102941","2015-01-12 18:00:00-06","2015-04-30 19:00:00-05","108 days","good"
13881,"102942","2015-04-30 19:00:00-05","2015-12-06 18:00:00-06","220 days","good"
13937,"103348","2015-11-30 18:00:00-06","2016-04-15 19:00:00-05","137 days","bad"
13940,"103381","2015-02-05 18:00:00-06","2015-11-12 18:00:00-06","280 days","good"
13996,"103789","2015-01-02 18:00:00-06","2015-02-07 18:00:00-06","36 days","good"
14007,"103919","2015-05-04 19:00:00-05","2015-11-30 18:00:00-06","210 days","good"
14007,"103920","2015-11-30 18:00:00-06","2016-05-28 19:00:00-05","180 days","good"
14046,"104078","2015-03-10 19:00:00-05","2015-05-12 19:00:00-05","63 days","good"
14058,"104188","2015-09-22 19:00:00-05","2017-09-02 19:00:00-05","711 days","good"
14061,"104241","2015-02-20 18:00:00-06","2015-08-12 19:00:00-05","173 days","bad"
14089,"104425","2015-09-26 19:00:00-05","2015-10-10 19:00:00-05","14 days","good"
14089,"104426","2015-10-10 19:00:00-05","2016-01-07 18:00:00-06","89 days","good"
14098,"104527","2015-03-15 19:00:00-05","2016-02-26 18:00:00-06","348 days","bad"
14183,"105085","2015-05-27 19:00:00-05","2015-06-19 19:00:00-05","23 days","good"
14240,"105590","2015-07-30 19:00:00-05","2015-12-02 18:00:00-06","125 days","bad"
14240,"105591","2015-12-02 18:00:00-06","2015-12-20 18:00:00-06","18 days","bad"
14339,"106206","2015-12-21 18:00:00-06","2016-03-25 19:00:00-05","95 days","good"
14344,"106238","2015-01-23 18:00:00-06","2015-12-23 18:00:00-06","334 days","good"
14344,"106239","2015-12-23 18:00:00-06","2015-12-23 18:00:00-06","00:00:00","good"
14358,"106324","2015-01-16 18:00:00-06","2016-11-10 18:00:00-06","664 days","good"
14400,"106615","2015-02-05 18:00:00-06","2015-03-09 19:00:00-05","32 days","good"
14400,"106616","2015-03-09 19:00:00-05","2015-05-12 19:00:00-05","64 days","good"
14442,"106893","2015-06-21 19:00:00-05","2015-11-12 18:00:00-06","144 days","bad"
14450,"106927","2015-04-01 19:00:00-05","2016-01-01 18:00:00-06","275 days","good"
14479,"107127","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","good"
14479,"107128","2015-07-24 19:00:00-05","2015-12-25 18:00:00-06","154 days","good"
14479,"107129","2015-12-25 18:00:00-06","2016-03-25 19:00:00-05","91 days","good"
14641,"108050","2015-03-29 19:00:00-05","2015-09-15 19:00:00-05","170 days","good"
14674,"108301","2015-05-01 19:00:00-05","2015-07-14 19:00:00-05","74 days","good"
14678,"108343","2015-01-08 18:00:00-06","2015-11-24 18:00:00-06","320 days","good"
14696,"108547","2015-01-27 18:00:00-06","2015-08-31 19:00:00-05","216 days","good"
14707,"108617","2015-12-09 18:00:00-06","2016-04-27 19:00:00-05","140 days","good"
14720,"108717","2015-04-28 19:00:00-05","2016-04-27 19:00:00-05","365 days","good"
14734,"108842","2015-10-13 19:00:00-05","2017-11-03 19:00:00-05","752 days","good"
14739,"108920","2015-05-30 19:00:00-05","2015-11-06 18:00:00-06","160 days","good"
14767,"109071","2015-08-21 19:00:00-05","2015-09-03 19:00:00-05","13 days","good"
14790,"109159","2015-01-23 18:00:00-06","2017-03-13 19:00:00-05","780 days","good"
14799,"109192","2015-06-09 19:00:00-05","2015-06-16 19:00:00-05","7 days","good"
14837,"109324","2015-08-07 19:00:00-05","2016-04-28 19:00:00-05","265 days","good"
14863,"109485","2015-06-28 19:00:00-05","2015-09-04 19:00:00-05","68 days","good"
14965,"110077","2015-09-08 19:00:00-05","2016-04-29 19:00:00-05","234 days","good"
14969,"110128","2015-02-05 18:00:00-06","2016-02-04 18:00:00-06","364 days","good"
15029,"110433","2015-06-11 19:00:00-05","2015-07-25 19:00:00-05","44 days","good"
15029,"110434","2015-07-25 19:00:00-05","2017-05-02 19:00:00-05","647 days","good"
15211,"111461","2015-10-28 19:00:00-05","2015-12-29 18:00:00-06","62 days","good"
15228,"111571","2015-08-18 19:00:00-05","2015-10-11 19:00:00-05","54 days","bad"
15234,"111725","2015-02-01 18:00:00-06","2015-07-24 19:00:00-05","173 days","good"
15251,"111868","2015-03-21 19:00:00-05","2015-03-21 19:00:00-05","00:00:00","good"
15269,"111947","2015-03-30 19:00:00-05","2015-08-01 19:00:00-05","124 days","good"
15359,"112503","2015-05-06 19:00:00-05","2015-05-12 19:00:00-05","6 days","good"
15359,"112504","2015-05-12 19:00:00-05","2015-07-10 19:00:00-05","59 days","good"
15553,"113956","2015-03-08 19:00:00-05","2017-04-19 19:00:00-05","773 days","good"
15568,"114032","2015-08-07 19:00:00-05","2016-03-09 18:00:00-06","215 days","good"
15589,"114130","2015-10-16 19:00:00-05","2015-11-05 18:00:00-06","20 days","good"
15713,"114977","2015-05-27 19:00:00-05","2015-05-27 19:00:00-05","00:00:00","good"
15728,"115087","2015-01-26 18:00:00-06","2015-06-26 19:00:00-05","151 days","good"
15776,"115462","2015-01-23 18:00:00-06","2015-01-23 18:00:00-06","00:00:00","good"
15776,"115463","2015-01-23 18:00:00-06","2015-07-22 19:00:00-05","180 days","good"
15776,"115464","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","good"
15776,"115465","2015-07-24 19:00:00-05","2015-11-22 18:00:00-06","121 days","good"
15778,"115492","2015-01-17 18:00:00-06","2016-02-26 18:00:00-06","405 days","good"
15841,"115833","2015-03-15 19:00:00-05","2015-05-14 19:00:00-05","60 days","good"
15842,"115843","2015-01-04 18:00:00-06","2015-07-25 19:00:00-05","202 days","good"
15842,"115844","2015-07-25 19:00:00-05","2016-03-22 19:00:00-05","241 days","good"
15925,"116475","2015-05-20 19:00:00-05","2015-05-21 19:00:00-05","1 day","bad"
15925,"116476","2015-05-21 19:00:00-05","2015-09-03 19:00:00-05","105 days","bad"
15925,"116477","2015-09-03 19:00:00-05","2016-01-19 18:00:00-06","138 days","bad"
15941,"116624","2015-03-02 18:00:00-06","2015-04-17 19:00:00-05","46 days","good"
15949,"116745","2015-04-24 19:00:00-05","2015-10-03 19:00:00-05","162 days","good"
15949,"116746","2015-10-03 19:00:00-05","2015-12-02 18:00:00-06","60 days","good"
15957,"116835","2015-03-02 18:00:00-06","2015-03-03 18:00:00-06","1 day","good"
15957,"116836","2015-03-03 18:00:00-06","2016-05-27 19:00:00-05","451 days","good"
15971,"116922","2015-09-25 19:00:00-05","2017-06-19 19:00:00-05","633 days","good"
15974,"116949","2015-12-06 18:00:00-06","2016-04-26 19:00:00-05","142 days","good"
16032,"117320","2015-09-10 19:00:00-05","2016-02-16 18:00:00-06","159 days","good"
16061,"117480","2015-03-16 19:00:00-05","2015-09-13 19:00:00-05","181 days","good"
16061,"117481","2015-09-13 19:00:00-05","2015-10-08 19:00:00-05","25 days","good"
16061,"117482","2015-10-08 19:00:00-05","2016-06-10 19:00:00-05","246 days","good"
16063,"117498","2015-02-28 18:00:00-06","2015-08-31 19:00:00-05","184 days","good"
16070,"117532","2015-08-23 19:00:00-05","2016-03-07 18:00:00-06","197 days","good"
16133,"117973","2015-01-28 18:00:00-06","2015-04-30 19:00:00-05","92 days","good"
16160,"118090","2015-09-12 19:00:00-05","2016-05-14 19:00:00-05","245 days","good"
16183,"118272","2015-02-12 18:00:00-06","2015-05-21 19:00:00-05","98 days","good"
16183,"118273","2015-05-21 19:00:00-05","2015-06-19 19:00:00-05","29 days","good"
16187,"118303","2015-05-07 19:00:00-05","2015-05-10 19:00:00-05","3 days","good"
16187,"118304","2015-05-10 19:00:00-05","2015-12-02 18:00:00-06","206 days","good"
16265,"118832","2015-01-23 18:00:00-06","2015-07-25 19:00:00-05","183 days","good"
16265,"118833","2015-07-25 19:00:00-05","2016-01-23 18:00:00-06","182 days","good"
16273,"118920","2015-02-14 18:00:00-06","2015-07-11 19:00:00-05","147 days","good"
16273,"118921","2015-07-11 19:00:00-05","2016-06-12 19:00:00-05","337 days","good"
16292,"119039","2015-05-08 19:00:00-05","2015-05-17 19:00:00-05","9 days","good"
16292,"119040","2015-05-17 19:00:00-05","2015-08-15 19:00:00-05","90 days","good"
16292,"119041","2015-08-15 19:00:00-05","2016-03-24 19:00:00-05","222 days","good"
16365,"119669","2015-02-09 18:00:00-06","2016-02-13 18:00:00-06","369 days","good"
16385,"119831","2015-06-07 19:00:00-05","2015-11-03 18:00:00-06","149 days","bad"
16408,"120005","2015-09-25 19:00:00-05","2015-11-14 18:00:00-06","50 days","good"
16447,"120343","2015-04-01 19:00:00-05","2015-04-20 19:00:00-05","19 days","good"
16468,"120506","2015-04-18 19:00:00-05","2015-09-14 19:00:00-05","149 days","good"
16468,"120507","2015-09-14 19:00:00-05","2015-11-26 18:00:00-06","73 days","good"
16471,"120522","2015-05-18 19:00:00-05","2016-03-10 18:00:00-06","297 days","good"
16511,"120816","2015-10-10 19:00:00-05","2016-02-03 18:00:00-06","116 days","good"
16515,"120875","2015-02-09 18:00:00-06","2015-03-20 19:00:00-05","39 days","good"
16530,"120941","2015-03-31 19:00:00-05","2016-02-23 18:00:00-06","329 days","good"
16544,"121047","2015-01-03 18:00:00-06","2015-01-09 18:00:00-06","6 days","good"
16544,"121048","2015-01-09 18:00:00-06","2015-06-21 19:00:00-05","163 days","good"
16559,"121209","2015-03-03 18:00:00-06","2015-10-10 19:00:00-05","221 days","good"
16560,"121221","2015-06-04 19:00:00-05","2015-09-30 19:00:00-05","118 days","good"
16595,"121552","2015-05-02 19:00:00-05","2015-08-09 19:00:00-05","99 days","good"
16606,"121646","2015-01-04 18:00:00-06","2015-04-22 19:00:00-05","108 days","bad"
16606,"121647","2015-04-22 19:00:00-05","2015-08-23 19:00:00-05","123 days","bad"
16606,"121648","2015-08-23 19:00:00-05","2015-10-13 19:00:00-05","51 days","bad"
16606,"121649","2015-10-13 19:00:00-05","2016-02-13 18:00:00-06","123 days","bad"
16608,"121711","2015-03-02 18:00:00-06","2015-08-07 19:00:00-05","158 days","bad"
16664,"121931","2015-06-22 19:00:00-05","2016-04-16 19:00:00-05","299 days","good"
16678,"122024","2015-11-21 18:00:00-06","2015-12-24 18:00:00-06","33 days","good"
16711,"122333","2015-05-23 19:00:00-05","2016-02-03 18:00:00-06","256 days","good"
16733,"122468","2015-07-20 19:00:00-05","2015-10-01 19:00:00-05","73 days","good"
16733,"122469","2015-10-01 19:00:00-05","2015-10-09 19:00:00-05","8 days","good"
16733,"122470","2015-10-09 19:00:00-05","2015-11-24 18:00:00-06","46 days","good"
16740,"122489","2015-10-09 19:00:00-05","2015-12-19 18:00:00-06","71 days","good"
16743,"122527","2015-06-29 19:00:00-05","2015-12-01 18:00:00-06","155 days","bad"
16810,"122886","2015-01-20 18:00:00-06","2015-05-01 19:00:00-05","101 days","good"
16810,"122887","2015-05-01 19:00:00-05","2016-01-24 18:00:00-06","268 days","good"
16920,"123674","2015-10-27 19:00:00-05","2016-06-16 19:00:00-05","233 days","good"
16934,"123769","2015-11-08 18:00:00-06","2016-06-05 19:00:00-05","210 days","good"
16940,"123812","2015-07-19 19:00:00-05","2016-02-19 18:00:00-06","215 days","good"
16951,"123881","2015-12-01 18:00:00-06","2016-06-13 19:00:00-05","195 days","good"
17023,"124260","2015-01-06 18:00:00-06","2015-04-24 19:00:00-05","108 days","good"
17077,"124661","2015-06-08 19:00:00-05","2015-10-30 19:00:00-05","144 days","good"
17077,"124662","2015-10-30 19:00:00-05","2016-01-16 18:00:00-06","78 days","good"
17078,"124701","2015-01-30 18:00:00-06","2016-01-08 18:00:00-06","343 days","good"
17128,"125118","2015-04-15 19:00:00-05","2016-04-16 19:00:00-05","367 days","good"
17163,"125329","2015-03-03 18:00:00-06","2015-07-10 19:00:00-05","129 days","good"
17189,"125618","2015-08-25 19:00:00-05","2016-04-07 19:00:00-05","226 days","bad"
17217,"125774","2015-01-02 18:00:00-06","2015-04-01 19:00:00-05","89 days","good"
17217,"125775","2015-04-01 19:00:00-05","2015-10-27 19:00:00-05","209 days","good"
17278,"126164","2015-03-08 19:00:00-05","2015-05-19 19:00:00-05","72 days","good"
17332,"126520","2015-01-08 18:00:00-06","2015-01-10 18:00:00-06","2 days","good"
17332,"126521","2015-01-10 18:00:00-06","2015-07-25 19:00:00-05","196 days","good"
17335,"126540","2015-10-01 19:00:00-05","2016-02-13 18:00:00-06","135 days","good"
17355,"126667","2015-01-08 18:00:00-06","2015-01-10 18:00:00-06","2 days","good"
17372,"126869","2015-06-03 19:00:00-05","2016-03-26 19:00:00-05","297 days","bad"
17397,"127063","2015-05-24 19:00:00-05","2015-10-05 19:00:00-05","134 days","good"
17508,"128038","2015-02-24 18:00:00-06","2015-07-06 19:00:00-05","132 days","good"
17520,"128081","2015-12-17 18:00:00-06","2016-03-23 19:00:00-05","97 days","good"
17528,"128136","2015-02-20 18:00:00-06","2016-03-14 19:00:00-05","388 days","good"
17570,"128499","2015-04-12 19:00:00-05","2015-07-26 19:00:00-05","105 days","good"
17576,"128519","2015-03-24 19:00:00-05","2015-07-09 19:00:00-05","107 days","good"
17585,"128601","2015-10-07 19:00:00-05","2015-12-16 18:00:00-06","70 days","good"
17613,"128893","2015-03-03 18:00:00-06","2015-05-18 19:00:00-05","76 days","good"
17616,"128909","2015-01-29 18:00:00-06","2015-06-29 19:00:00-05","151 days","good"
17616,"128910","2015-06-29 19:00:00-05","2015-12-01 18:00:00-06","155 days","good"
17647,"129128","2015-03-08 19:00:00-05","2015-04-02 19:00:00-05","25 days","bad"
17647,"129129","2015-04-02 19:00:00-05","2015-04-12 19:00:00-05","10 days","bad"
17647,"129130","2015-04-12 19:00:00-05","2015-07-22 19:00:00-05","101 days","bad"
17696,"129419","2015-04-29 19:00:00-05","2016-04-04 19:00:00-05","341 days","good"
17727,"129645","2015-05-10 19:00:00-05","2015-05-14 19:00:00-05","4 days","good"
17727,"129646","2015-05-14 19:00:00-05","2015-06-05 19:00:00-05","22 days","good"
17727,"129647","2015-06-05 19:00:00-05","2015-09-17 19:00:00-05","104 days","good"
17750,"129833","2015-12-06 18:00:00-06","2016-03-17 19:00:00-05","102 days","good"
17757,"129895","2015-04-24 19:00:00-05","2017-02-27 18:00:00-06","675 days","good"
17830,"130514","2015-10-15 19:00:00-05","2016-03-06 18:00:00-06","143 days","good"
17843,"130602","2015-01-18 18:00:00-06","2016-05-26 19:00:00-05","494 days","good"
17882,"130804","2015-05-01 19:00:00-05","2015-06-13 19:00:00-05","43 days","bad"
17904,"130938","2015-05-04 19:00:00-05","2015-10-10 19:00:00-05","159 days","good"
17999,"131507","2015-05-29 19:00:00-05","2015-11-30 18:00:00-06","185 days","good"
18048,"131994","2015-08-06 19:00:00-05","2017-05-28 19:00:00-05","661 days","good"
18105,"132507","2015-02-11 18:00:00-06","2015-02-21 18:00:00-06","10 days","good"
18178,"132903","2015-02-02 18:00:00-06","2015-08-18 19:00:00-05","197 days","good"
18275,"133659","2015-05-08 19:00:00-05","2015-10-10 19:00:00-05","155 days","good"
18333,"134096","2015-05-01 19:00:00-05","2015-06-01 19:00:00-05","31 days","bad"
18383,"134482","2015-07-18 19:00:00-05","2016-01-01 18:00:00-06","167 days","good"
18421,"134727","2015-04-26 19:00:00-05","2015-07-09 19:00:00-05","74 days","good"
18421,"134728","2015-07-09 19:00:00-05","2015-08-25 19:00:00-05","47 days","good"
18421,"134729","2015-08-25 19:00:00-05","2015-10-17 19:00:00-05","53 days","good"
18539,"135520","2015-05-01 19:00:00-05","2016-05-09 19:00:00-05","374 days","good"
18571,"135664","2015-04-02 19:00:00-05","2015-04-05 19:00:00-05","3 days","bad"
18571,"135665","2015-04-05 19:00:00-05","2015-04-05 19:00:00-05","00:00:00","bad"
18571,"135666","2015-04-05 19:00:00-05","2015-04-26 19:00:00-05","21 days","bad"
18571,"135667","2015-04-26 19:00:00-05","2015-10-21 19:00:00-05","178 days","bad"
18596,"135797","2015-07-24 19:00:00-05","2015-07-25 19:00:00-05","1 day","good"
18606,"135853","2015-02-07 18:00:00-06","2015-02-22 18:00:00-06","15 days","good"
18606,"135854","2015-02-22 18:00:00-06","2015-02-25 18:00:00-06","3 days","good"
18608,"135867","2015-03-24 19:00:00-05","2016-06-03 19:00:00-05","437 days","good"
18620,"135944","2015-09-22 19:00:00-05","2016-03-09 18:00:00-06","169 days","good"
18644,"136065","2015-02-06 18:00:00-06","2015-09-22 19:00:00-05","228 days","good"
18644,"136066","2015-09-22 19:00:00-05","2016-01-31 18:00:00-06","131 days","good"
18647,"136072","2015-06-24 19:00:00-05","2015-12-21 18:00:00-06","180 days","good"
18648,"136075","2015-01-16 18:00:00-06","2015-05-02 19:00:00-05","106 days","good"
18692,"136290","2015-01-09 18:00:00-06","2015-03-10 19:00:00-05","60 days","good"
18711,"136478","2015-02-21 18:00:00-06","2015-10-17 19:00:00-05","238 days","good"
18721,"136576","2015-01-22 18:00:00-06","2016-02-15 18:00:00-06","389 days","good"
18728,"136638","2015-02-28 18:00:00-06","2015-09-27 19:00:00-05","211 days","good"
18732,"136642","2015-03-22 19:00:00-05","2015-08-01 19:00:00-05","132 days","good"
18808,"137044","2015-04-14 19:00:00-05","2015-06-26 19:00:00-05","73 days","good"
18808,"137045","2015-06-26 19:00:00-05","2016-03-01 18:00:00-06","249 days","good"
18812,"137086","2015-03-25 19:00:00-05","2015-04-27 19:00:00-05","33 days","bad"
18819,"137125","2015-05-27 19:00:00-05","2015-06-26 19:00:00-05","30 days","good"
18830,"137262","2015-04-02 19:00:00-05","2015-04-12 19:00:00-05","10 days","good"
18872,"137520","2015-03-09 19:00:00-05","2016-04-07 19:00:00-05","395 days","good"
18959,"138138","2015-02-04 18:00:00-06","2015-10-18 19:00:00-05","256 days","bad"
18998,"138432","2015-02-23 18:00:00-06","2016-02-27 18:00:00-06","369 days","good"
19005,"138464","2015-01-18 18:00:00-06","2015-01-23 18:00:00-06","5 days","bad"
19005,"138465","2015-01-23 18:00:00-06","2015-02-05 18:00:00-06","13 days","bad"
19005,"138466","2015-02-05 18:00:00-06","2017-07-02 19:00:00-05","878 days","bad"
19006,"138502","2015-05-19 19:00:00-05","2015-09-29 19:00:00-05","133 days","good"
19053,"138756","2015-07-01 19:00:00-05","2016-02-04 18:00:00-06","218 days","good"
19127,"139194","2015-11-26 18:00:00-06","2015-12-13 18:00:00-06","17 days","good"
19144,"139328","2015-08-24 19:00:00-05","2015-10-30 19:00:00-05","67 days","good"
19150,"139412","2015-10-24 19:00:00-05","2016-02-25 18:00:00-06","124 days","bad"
19161,"139486","2015-03-09 19:00:00-05","2015-04-28 19:00:00-05","50 days","good"
