"officer_id","row_number","incident_date","incident_date-2","allegation_interval","goodorbad"
25435,"184493","2015-12-21 18:00:00-06","2017-12-15 18:00:00-06","725 days","good"
25507,"184931","2015-06-16 19:00:00-05","2015-07-19 19:00:00-05","33 days","good"
25507,"184932","2015-07-19 19:00:00-05","2015-08-12 19:00:00-05","24 days","good"
25507,"184933","2015-08-12 19:00:00-05","2015-09-29 19:00:00-05","48 days","good"
25511,"184942","2015-02-07 18:00:00-06","2015-12-24 18:00:00-06","320 days","good"
25511,"184943","2015-12-24 18:00:00-06","2016-01-06 18:00:00-06","13 days","good"
25518,"184953","2015-03-12 19:00:00-05","2015-06-25 19:00:00-05","105 days","good"
25518,"184954","2015-06-25 19:00:00-05","2016-04-17 19:00:00-05","297 days","good"
25592,"185434","2015-12-17 18:00:00-06","2016-03-23 19:00:00-05","97 days","good"
25661,"185815","2015-02-27 18:00:00-06","2015-12-31 18:00:00-06","307 days","good"
25664,"185841","2015-05-18 19:00:00-05","2015-09-25 19:00:00-05","130 days","good"
25665,"185853","2015-02-05 18:00:00-06","2015-03-08 19:00:00-05","31 days","good"
25717,"186167","2015-05-20 19:00:00-05","2015-08-11 19:00:00-05","83 days","good"
25717,"186168","2015-08-11 19:00:00-05","2016-02-11 18:00:00-06","184 days","good"
25737,"186291","2015-09-05 19:00:00-05","2016-02-25 18:00:00-06","173 days","good"
25750,"186341","2015-08-13 19:00:00-05","2016-04-14 19:00:00-05","245 days","good"
25789,"186607","2015-11-05 18:00:00-06","2016-01-08 18:00:00-06","64 days","good"
25799,"186735","2015-07-05 19:00:00-05","2017-05-23 19:00:00-05","688 days","bad"
25808,"186783","2015-06-09 19:00:00-05","2015-12-06 18:00:00-06","180 days","good"
25864,"187093","2015-05-13 19:00:00-05","2015-08-05 19:00:00-05","84 days","bad"
25963,"187896","2015-06-08 19:00:00-05","2015-07-07 19:00:00-05","29 days","bad"
25963,"187897","2015-07-07 19:00:00-05","2015-12-30 18:00:00-06","176 days","bad"
25963,"187898","2015-12-30 18:00:00-06","2016-02-19 18:00:00-06","51 days","bad"
26014,"188263","2015-02-24 18:00:00-06","2017-01-25 18:00:00-06","701 days","good"
26022,"188353","2015-06-17 19:00:00-05","2015-10-22 19:00:00-05","127 days","good"
26034,"188525","2015-02-21 18:00:00-06","2015-11-17 18:00:00-06","269 days","bad"
26061,"188630","2015-12-02 18:00:00-06","2016-12-03 18:00:00-06","367 days","good"
26145,"189258","2015-05-20 19:00:00-05","2016-01-19 18:00:00-06","244 days","good"
26176,"189471","2015-07-05 19:00:00-05","2016-02-17 18:00:00-06","227 days","good"
26185,"189580","2015-07-11 19:00:00-05","2016-03-25 19:00:00-05","258 days","good"
26208,"189720","2015-12-12 18:00:00-06","2017-08-24 19:00:00-05","621 days","good"
26242,"189993","2015-07-18 19:00:00-05","2015-12-08 18:00:00-06","143 days","bad"
26248,"190010","2015-12-12 18:00:00-06","2016-07-03 19:00:00-05","204 days","good"
26304,"190455","2015-01-22 18:00:00-06","2016-01-07 18:00:00-06","350 days","good"
26357,"190635","2015-07-26 19:00:00-05","2015-08-05 19:00:00-05","10 days","good"
26387,"190954","2015-11-18 18:00:00-06","2016-01-10 18:00:00-06","53 days","good"
26403,"191027","2015-07-22 19:00:00-05","2016-05-28 19:00:00-05","311 days","good"
26426,"191205","2015-06-15 19:00:00-05","2016-02-26 18:00:00-06","256 days","good"
26517,"191790","2015-04-14 19:00:00-05","2016-04-07 19:00:00-05","359 days","good"
26540,"192113","2015-11-23 18:00:00-06","2017-07-31 19:00:00-05","616 days","good"
26542,"192122","2015-05-04 19:00:00-05","2015-12-04 18:00:00-06","214 days","good"
26653,"192779","2015-04-05 19:00:00-05","2015-11-05 18:00:00-06","214 days","good"
26653,"192780","2015-11-05 18:00:00-06","2016-01-08 18:00:00-06","64 days","good"
26663,"192825","2015-07-24 19:00:00-05","2015-10-05 19:00:00-05","73 days","good"
26663,"192826","2015-10-05 19:00:00-05","2017-06-14 19:00:00-05","618 days","good"
26775,"193435","2015-03-03 18:00:00-06","2015-04-05 19:00:00-05","33 days","good"
26775,"193436","2015-04-05 19:00:00-05","2015-12-19 18:00:00-06","258 days","good"
26775,"193437","2015-12-19 18:00:00-06","2016-02-28 18:00:00-06","71 days","good"
26786,"193511","2015-06-02 19:00:00-05","2015-06-05 19:00:00-05","3 days","good"
26822,"193810","2015-04-03 19:00:00-05","2016-08-09 19:00:00-05","494 days","good"
26855,"194096","2015-09-17 19:00:00-05","2016-02-06 18:00:00-06","142 days","good"
26859,"194160","2015-09-27 19:00:00-05","2016-08-22 19:00:00-05","330 days","good"
26930,"194808","2015-01-01 18:00:00-06","2015-09-18 19:00:00-05","260 days","good"
26943,"194904","2015-02-06 18:00:00-06","2015-08-16 19:00:00-05","191 days","good"
26943,"194905","2015-08-16 19:00:00-05","2016-06-07 19:00:00-05","296 days","good"
27022,"195435","2015-01-08 18:00:00-06","2015-11-23 18:00:00-06","319 days","good"
27022,"195436","2015-11-23 18:00:00-06","2016-01-01 18:00:00-06","39 days","good"
27082,"195766","2015-11-23 18:00:00-06","2016-08-30 19:00:00-05","281 days","good"
27083,"195768","2015-04-29 19:00:00-05","2015-05-23 19:00:00-05","24 days","bad"
27083,"195769","2015-05-23 19:00:00-05","2015-11-29 18:00:00-06","190 days","bad"
27103,"195965","2015-11-21 18:00:00-06","2017-08-14 19:00:00-05","632 days","good"
27134,"196219","2015-06-29 19:00:00-05","2016-01-06 18:00:00-06","191 days","good"
27205,"196681","2015-10-29 19:00:00-05","2015-12-01 18:00:00-06","33 days","good"
27222,"196900","2015-04-23 19:00:00-05","2015-05-12 19:00:00-05","19 days","bad"
27222,"196901","2015-05-12 19:00:00-05","2015-07-28 19:00:00-05","77 days","bad"
27222,"196902","2015-07-28 19:00:00-05","2016-02-05 18:00:00-06","192 days","bad"
27286,"197424","2015-07-24 19:00:00-05","2017-01-26 18:00:00-06","552 days","good"
27321,"197704","2015-05-12 19:00:00-05","2015-06-17 19:00:00-05","36 days","good"
27365,"197959","2015-03-11 19:00:00-05","2015-09-01 19:00:00-05","174 days","good"
27373,"198015","2015-02-22 18:00:00-06","2015-11-30 18:00:00-06","281 days","good"
27448,"198721","2015-10-13 19:00:00-05","2016-11-09 18:00:00-06","393 days","good"
27455,"198767","2015-01-01 18:00:00-06","2015-01-18 18:00:00-06","17 days","good"
27455,"198768","2015-01-18 18:00:00-06","2015-08-22 19:00:00-05","216 days","good"
27455,"198769","2015-08-22 19:00:00-05","2015-12-22 18:00:00-06","122 days","good"
27455,"198770","2015-12-22 18:00:00-06","2016-03-04 18:00:00-06","73 days","good"
27472,"198805","2015-02-28 18:00:00-06","2015-03-08 19:00:00-05","8 days","good"
27509,"199095","2015-01-12 18:00:00-06","2015-02-14 18:00:00-06","33 days","good"
27596,"199514","2015-04-30 19:00:00-05","2015-05-13 19:00:00-05","13 days","good"
27596,"199515","2015-05-13 19:00:00-05","2015-08-06 19:00:00-05","85 days","good"
27596,"199516","2015-08-06 19:00:00-05","2015-09-16 19:00:00-05","41 days","good"
27596,"199517","2015-09-16 19:00:00-05","2015-11-17 18:00:00-06","62 days","good"
27620,"199770","2015-02-05 18:00:00-06","2015-08-11 19:00:00-05","187 days","good"
27620,"199771","2015-08-11 19:00:00-05","2016-03-06 18:00:00-06","208 days","good"
27651,"200050","2015-01-02 18:00:00-06","2015-02-10 18:00:00-06","39 days","good"
27651,"200051","2015-02-10 18:00:00-06","2016-02-06 18:00:00-06","361 days","good"
27669,"200170","2015-03-10 19:00:00-05","2015-03-24 19:00:00-05","14 days","bad"
27669,"200171","2015-03-24 19:00:00-05","2015-03-24 19:00:00-05","00:00:00","bad"
27669,"200172","2015-03-24 19:00:00-05","2015-05-15 19:00:00-05","52 days","bad"
27669,"200173","2015-05-15 19:00:00-05","2015-05-24 19:00:00-05","9 days","bad"
27669,"200174","2015-05-24 19:00:00-05","2015-09-10 19:00:00-05","109 days","bad"
27669,"200175","2015-09-10 19:00:00-05","2016-02-16 18:00:00-06","159 days","bad"
27693,"200296","2015-11-19 18:00:00-06","2016-01-31 18:00:00-06","73 days","good"
27722,"200516","2015-02-03 18:00:00-06","2015-03-02 18:00:00-06","27 days","good"
27722,"200517","2015-03-02 18:00:00-06","2016-09-22 19:00:00-05","570 days","good"
27765,"200796","2015-05-13 19:00:00-05","2015-10-28 19:00:00-05","168 days","good"
27874,"201612","2015-06-03 19:00:00-05","2015-07-14 19:00:00-05","41 days","good"
27886,"201687","2015-10-14 19:00:00-05","2017-11-13 18:00:00-06","761 days","good"
28024,"202663","2015-07-29 19:00:00-05","2016-01-06 18:00:00-06","161 days","good"
28027,"202676","2015-11-06 18:00:00-06","2015-12-01 18:00:00-06","25 days","good"
28031,"202703","2015-02-07 18:00:00-06","2015-05-18 19:00:00-05","100 days","bad"
28031,"202704","2015-05-18 19:00:00-05","2015-07-05 19:00:00-05","48 days","bad"
28031,"202705","2015-07-05 19:00:00-05","2015-12-07 18:00:00-06","155 days","bad"
28043,"202753","2015-05-24 19:00:00-05","2015-10-26 19:00:00-05","155 days","good"
28043,"202754","2015-10-26 19:00:00-05","2016-04-14 19:00:00-05","171 days","good"
28049,"202836","2015-01-20 18:00:00-06","2015-07-21 19:00:00-05","182 days","good"
28049,"202837","2015-07-21 19:00:00-05","2015-11-06 18:00:00-06","108 days","good"
28056,"202900","2015-01-03 18:00:00-06","2017-10-07 19:00:00-05","1008 days","good"
28109,"203197","2015-01-12 18:00:00-06","2015-02-14 18:00:00-06","33 days","good"
28122,"203351","2015-03-02 18:00:00-06","2015-04-17 19:00:00-05","46 days","good"
28122,"203352","2015-04-17 19:00:00-05","2015-11-26 18:00:00-06","223 days","good"
28162,"203698","2015-05-20 19:00:00-05","2017-04-24 19:00:00-05","705 days","bad"
28257,"204274","2015-01-24 18:00:00-06","2015-11-14 18:00:00-06","294 days","good"
28257,"204275","2015-11-14 18:00:00-06","2016-06-08 19:00:00-05","207 days","good"
28267,"204339","2015-09-24 19:00:00-05","2016-03-08 18:00:00-06","166 days","good"
28276,"204397","2015-05-29 19:00:00-05","2015-08-28 19:00:00-05","91 days","good"
28276,"204398","2015-08-28 19:00:00-05","2015-11-30 18:00:00-06","94 days","good"
28287,"204571","2015-01-10 18:00:00-06","2015-02-27 18:00:00-06","48 days","bad"
28287,"204572","2015-02-27 18:00:00-06","2015-04-23 19:00:00-05","55 days","bad"
28287,"204573","2015-04-23 19:00:00-05","2015-12-23 18:00:00-06","244 days","bad"
28287,"204574","2015-12-23 18:00:00-06","2016-02-26 18:00:00-06","65 days","bad"
28301,"204656","2015-02-19 18:00:00-06","2015-12-01 18:00:00-06","285 days","good"
28301,"204657","2015-12-01 18:00:00-06","2016-02-26 18:00:00-06","87 days","good"
28444,"205752","2015-04-27 19:00:00-05","2015-10-17 19:00:00-05","173 days","good"
28452,"205822","2015-04-14 19:00:00-05","2015-07-12 19:00:00-05","89 days","good"
28468,"205966","2015-01-07 18:00:00-06","2015-03-31 19:00:00-05","83 days","good"
28468,"205967","2015-03-31 19:00:00-05","2015-07-26 19:00:00-05","117 days","good"
28468,"205968","2015-07-26 19:00:00-05","2016-05-24 19:00:00-05","303 days","good"
28503,"206231","2015-03-16 19:00:00-05","2015-09-20 19:00:00-05","188 days","good"
28515,"206292","2015-04-05 19:00:00-05","2015-12-28 18:00:00-06","267 days","good"
28530,"206422","2015-02-10 18:00:00-06","2016-05-05 19:00:00-05","450 days","good"
28537,"206504","2015-11-30 18:00:00-06","2016-01-15 18:00:00-06","46 days","good"
28612,"207051","2015-05-19 19:00:00-05","2015-06-23 19:00:00-05","35 days","bad"
28652,"207203","2015-05-21 19:00:00-05","2015-10-19 19:00:00-05","151 days","bad"
28716,"207655","2015-03-10 19:00:00-05","2015-05-09 19:00:00-05","60 days","bad"
28716,"207656","2015-05-09 19:00:00-05","2015-05-18 19:00:00-05","9 days","bad"
28716,"207657","2015-05-18 19:00:00-05","2015-11-22 18:00:00-06","188 days","bad"
28757,"208016","2015-08-23 19:00:00-05","2015-10-09 19:00:00-05","47 days","good"
28761,"208094","2015-02-02 18:00:00-06","2015-07-15 19:00:00-05","163 days","good"
28768,"208152","2015-06-15 19:00:00-05","2016-09-14 19:00:00-05","457 days","good"
28773,"208178","2015-02-08 18:00:00-06","2015-09-10 19:00:00-05","214 days","good"
28773,"208179","2015-09-10 19:00:00-05","2015-11-10 18:00:00-06","61 days","good"
28777,"208185","2015-05-28 19:00:00-05","2016-05-17 19:00:00-05","355 days","good"
28810,"208504","2015-10-20 19:00:00-05","2015-12-02 18:00:00-06","43 days","good"
28832,"208620","2015-04-20 19:00:00-05","2015-12-03 18:00:00-06","227 days","good"
28832,"208621","2015-12-03 18:00:00-06","2016-01-01 18:00:00-06","29 days","good"
28871,"208890","2015-07-06 19:00:00-05","2015-07-23 19:00:00-05","17 days","bad"
28890,"209149","2015-11-25 18:00:00-06","2016-03-11 18:00:00-06","107 days","good"
28928,"209377","2015-04-08 19:00:00-05","2015-09-22 19:00:00-05","167 days","good"
28945,"209452","2015-07-09 19:00:00-05","2015-09-19 19:00:00-05","72 days","good"
28947,"209488","2015-01-22 18:00:00-06","2016-03-08 18:00:00-06","411 days","good"
28958,"209564","2015-08-12 19:00:00-05","2016-03-09 18:00:00-06","210 days","good"
28968,"209606","2015-02-26 18:00:00-06","2015-06-22 19:00:00-05","116 days","bad"
28970,"209679","2015-06-19 19:00:00-05","2015-08-11 19:00:00-05","53 days","bad"
28970,"209680","2015-08-11 19:00:00-05","2016-01-21 18:00:00-06","163 days","bad"
29014,"209896","2015-05-25 19:00:00-05","2015-07-12 19:00:00-05","48 days","good"
29015,"209913","2015-06-04 19:00:00-05","2015-06-06 19:00:00-05","2 days","good"
29015,"209914","2015-06-06 19:00:00-05","2015-10-09 19:00:00-05","125 days","good"
29054,"210369","2015-04-06 19:00:00-05","2015-12-25 18:00:00-06","263 days","good"
29054,"210370","2015-12-25 18:00:00-06","2016-04-20 19:00:00-05","117 days","good"
29081,"210566","2015-12-15 18:00:00-06","2016-03-23 19:00:00-05","99 days","good"
29115,"210730","2015-05-22 19:00:00-05","2015-07-20 19:00:00-05","59 days","good"
29126,"210825","2015-05-26 19:00:00-05","2017-09-06 19:00:00-05","834 days","good"
29128,"210849","2015-05-05 19:00:00-05","2015-06-14 19:00:00-05","40 days","good"
29128,"210850","2015-06-14 19:00:00-05","2015-06-14 19:00:00-05","00:00:00","good"
29128,"210851","2015-06-14 19:00:00-05","2016-05-16 19:00:00-05","337 days","good"
29174,"211193","2015-03-02 18:00:00-06","2015-07-31 19:00:00-05","151 days","good"
29186,"211270","2015-04-25 19:00:00-05","2015-09-30 19:00:00-05","158 days","good"
29197,"211339","2015-08-12 19:00:00-05","2016-01-27 18:00:00-06","168 days","good"
29200,"211377","2015-01-15 18:00:00-06","2015-08-12 19:00:00-05","209 days","good"
29205,"211389","2015-11-04 18:00:00-06","2016-10-13 19:00:00-05","344 days","good"
29212,"211494","2015-12-17 18:00:00-06","2016-01-16 18:00:00-06","30 days","good"
29224,"211574","2015-09-12 19:00:00-05","2016-05-14 19:00:00-05","245 days","good"
29254,"211811","2015-11-20 18:00:00-06","2016-05-10 19:00:00-05","172 days","good"
29271,"211975","2015-06-28 19:00:00-05","2015-07-22 19:00:00-05","24 days","good"
29363,"212580","2015-05-21 19:00:00-05","2015-11-10 18:00:00-06","173 days","good"
29399,"212873","2015-01-16 18:00:00-06","2015-09-18 19:00:00-05","245 days","bad"
29399,"212874","2015-09-18 19:00:00-05","2015-09-18 19:00:00-05","00:00:00","bad"
29399,"212875","2015-09-18 19:00:00-05","2015-11-30 18:00:00-06","73 days","bad"
29402,"212900","2015-11-30 18:00:00-06","2015-12-07 18:00:00-06","7 days","good"
29428,"213034","2015-01-23 18:00:00-06","2015-03-17 19:00:00-05","53 days","good"
29428,"213035","2015-03-17 19:00:00-05","2015-10-12 19:00:00-05","209 days","good"
29432,"213066","2015-01-09 18:00:00-06","2015-06-21 19:00:00-05","163 days","good"
29432,"213067","2015-06-21 19:00:00-05","2015-09-01 19:00:00-05","72 days","good"
29432,"213068","2015-09-01 19:00:00-05","2015-09-09 19:00:00-05","8 days","good"
29450,"213215","2015-11-21 18:00:00-06","2016-03-21 19:00:00-05","121 days","good"
29464,"213315","2015-08-01 19:00:00-05","2015-11-30 18:00:00-06","121 days","good"
29464,"213316","2015-11-30 18:00:00-06","2016-02-14 18:00:00-06","76 days","good"
29471,"213393","2015-01-07 18:00:00-06","2015-09-23 19:00:00-05","259 days","good"
29472,"213397","2015-05-14 19:00:00-05","2015-11-30 18:00:00-06","200 days","good"
29487,"213540","2015-11-30 18:00:00-06","2016-01-15 18:00:00-06","46 days","good"
29529,"213914","2015-09-16 19:00:00-05","2016-01-03 18:00:00-06","109 days","good"
29531,"213922","2015-01-06 18:00:00-06","2015-03-07 18:00:00-06","60 days","good"
29557,"214114","2015-06-05 19:00:00-05","2015-12-20 18:00:00-06","198 days","good"
29557,"214115","2015-12-20 18:00:00-06","2016-06-06 19:00:00-05","169 days","good"
29566,"214193","2015-04-13 19:00:00-05","2015-06-06 19:00:00-05","54 days","bad"
29566,"214194","2015-06-06 19:00:00-05","2015-07-17 19:00:00-05","41 days","bad"
29570,"214215","2015-05-02 19:00:00-05","2015-12-04 18:00:00-06","216 days","good"
29574,"214248","2015-03-23 19:00:00-05","2015-07-31 19:00:00-05","130 days","good"
29609,"214486","2015-02-17 18:00:00-06","2015-04-11 19:00:00-05","53 days","good"
29614,"214573","2015-03-04 18:00:00-06","2016-05-04 19:00:00-05","427 days","good"
29627,"214624","2015-01-22 18:00:00-06","2015-04-04 19:00:00-05","72 days","bad"
29627,"214625","2015-04-04 19:00:00-05","2015-06-03 19:00:00-05","60 days","bad"
29627,"214626","2015-06-03 19:00:00-05","2015-08-18 19:00:00-05","76 days","bad"
29627,"214627","2015-08-18 19:00:00-05","2015-09-29 19:00:00-05","42 days","bad"
29627,"214628","2015-09-29 19:00:00-05","2015-10-13 19:00:00-05","14 days","bad"
29627,"214629","2015-10-13 19:00:00-05","2016-03-27 19:00:00-05","166 days","bad"
29650,"214797","2015-01-08 18:00:00-06","2017-12-17 18:00:00-06","1074 days","good"
29670,"214948","2015-03-24 19:00:00-05","2015-03-24 19:00:00-05","00:00:00","bad"
29670,"214949","2015-03-24 19:00:00-05","2015-05-24 19:00:00-05","61 days","bad"
29676,"215014","2015-09-10 19:00:00-05","2016-02-16 18:00:00-06","159 days","good"
29736,"215577","2015-10-19 19:00:00-05","2015-10-23 19:00:00-05","4 days","good"
29742,"215627","2015-02-09 18:00:00-06","2015-11-05 18:00:00-06","269 days","good"
29768,"215744","2015-03-27 19:00:00-05","2015-09-30 19:00:00-05","187 days","bad"
29768,"215745","2015-09-30 19:00:00-05","2015-10-20 19:00:00-05","20 days","bad"
29768,"215746","2015-10-20 19:00:00-05","2015-10-27 19:00:00-05","7 days","bad"
29768,"215747","2015-10-27 19:00:00-05","2015-11-11 18:00:00-06","15 days","bad"
29768,"215748","2015-11-11 18:00:00-06","2015-12-08 18:00:00-06","27 days","bad"
29772,"215780","2015-01-18 18:00:00-06","2015-03-16 19:00:00-05","57 days","good"
29772,"215781","2015-03-16 19:00:00-05","2015-04-24 19:00:00-05","39 days","good"
29772,"215782","2015-04-24 19:00:00-05","2016-03-05 18:00:00-06","316 days","good"
29795,"215881","2015-01-17 18:00:00-06","2015-04-18 19:00:00-05","91 days","good"
29814,"216036","2015-12-13 18:00:00-06","2016-05-28 19:00:00-05","167 days","good"
29817,"216080","2015-06-18 19:00:00-05","2015-08-03 19:00:00-05","46 days","good"
29830,"216207","2015-08-10 19:00:00-05","2016-01-30 18:00:00-06","173 days","bad"
29842,"216521","2015-05-13 19:00:00-05","2015-09-30 19:00:00-05","140 days","bad"
29842,"216522","2015-09-30 19:00:00-05","2015-10-24 19:00:00-05","24 days","bad"
29842,"216523","2015-10-24 19:00:00-05","2015-12-24 18:00:00-06","61 days","bad"
29842,"216524","2015-12-24 18:00:00-06","2016-02-06 18:00:00-06","44 days","bad"
29844,"216571","2015-02-16 18:00:00-06","2015-05-22 19:00:00-05","95 days","good"
29844,"216572","2015-05-22 19:00:00-05","2015-07-27 19:00:00-05","66 days","good"
29844,"216573","2015-07-27 19:00:00-05","2016-01-21 18:00:00-06","178 days","good"
29874,"216745","2015-03-29 19:00:00-05","2015-09-26 19:00:00-05","181 days","good"
30044,"217865","2015-09-25 19:00:00-05","2016-03-07 18:00:00-06","164 days","good"
30119,"218575","2015-08-07 19:00:00-05","2015-12-29 18:00:00-06","144 days","good"
30119,"218576","2015-12-29 18:00:00-06","2016-01-24 18:00:00-06","26 days","good"
30120,"218580","2015-01-25 18:00:00-06","2015-10-06 19:00:00-05","254 days","good"
30197,"219085","2015-01-27 18:00:00-06","2015-02-12 18:00:00-06","16 days","good"
30197,"219086","2015-02-12 18:00:00-06","2016-01-21 18:00:00-06","343 days","good"
30226,"219409","2015-05-09 19:00:00-05","2015-09-08 19:00:00-05","122 days","bad"
30226,"219410","2015-09-08 19:00:00-05","2015-11-28 18:00:00-06","81 days","bad"
30226,"219411","2015-11-28 18:00:00-06","2015-11-29 18:00:00-06","1 day","bad"
30226,"219412","2015-11-29 18:00:00-06","2016-05-08 19:00:00-05","161 days","bad"
30238,"219512","2015-05-26 19:00:00-05","2015-08-19 19:00:00-05","85 days","good"
30244,"219571","2015-06-06 19:00:00-05","2016-02-23 18:00:00-06","262 days","good"
30256,"219629","2015-06-13 19:00:00-05","2015-09-12 19:00:00-05","91 days","good"
30277,"219854","2015-02-05 18:00:00-06","2015-12-25 18:00:00-06","323 days","good"
30290,"219960","2015-04-22 19:00:00-05","2015-07-30 19:00:00-05","99 days","bad"
30290,"219961","2015-07-30 19:00:00-05","2015-09-10 19:00:00-05","42 days","bad"
30290,"219962","2015-09-10 19:00:00-05","2015-10-28 19:00:00-05","48 days","bad"
30290,"219963","2015-10-28 19:00:00-05","2015-11-06 18:00:00-06","9 days","bad"
30290,"219964","2015-11-06 18:00:00-06","2015-12-02 18:00:00-06","26 days","bad"
30309,"220067","2015-07-03 19:00:00-05","2015-12-05 18:00:00-06","155 days","good"
30349,"220288","2015-03-09 19:00:00-05","2015-04-28 19:00:00-05","50 days","good"
30436,"221013","2015-10-13 19:00:00-05","2016-02-10 18:00:00-06","120 days","good"
30460,"221176","2015-05-06 19:00:00-05","2015-05-16 19:00:00-05","10 days","good"
30507,"221555","2015-04-18 19:00:00-05","2016-03-16 19:00:00-05","333 days","good"
30515,"221633","2015-01-11 18:00:00-06","2015-03-23 19:00:00-05","71 days","good"
30515,"221634","2015-03-23 19:00:00-05","2015-05-21 19:00:00-05","59 days","good"
30515,"221635","2015-05-21 19:00:00-05","2015-09-27 19:00:00-05","129 days","good"
30561,"222145","2015-07-21 19:00:00-05","2016-03-31 19:00:00-05","254 days","bad"
30598,"222343","2015-08-04 19:00:00-05","2015-08-24 19:00:00-05","20 days","good"
30598,"222344","2015-08-24 19:00:00-05","2016-05-12 19:00:00-05","262 days","good"
30802,"223795","2015-05-21 19:00:00-05","2015-07-26 19:00:00-05","66 days","good"
30802,"223796","2015-07-26 19:00:00-05","2016-03-01 18:00:00-06","219 days","good"
30834,"224240","2015-05-31 19:00:00-05","2015-11-30 18:00:00-06","183 days","bad"
30834,"224241","2015-11-30 18:00:00-06","2016-01-10 18:00:00-06","41 days","bad"
30859,"224466","2015-04-30 19:00:00-05","2015-12-19 18:00:00-06","233 days","good"
30893,"224801","2015-04-24 19:00:00-05","2016-02-19 18:00:00-06","301 days","bad"
30957,"225275","2015-10-30 19:00:00-05","2016-04-22 19:00:00-05","175 days","good"
31007,"225592","2015-07-20 19:00:00-05","2015-08-20 19:00:00-05","31 days","good"
31119,"226383","2015-06-03 19:00:00-05","2015-07-22 19:00:00-05","49 days","bad"
31119,"226384","2015-07-22 19:00:00-05","2015-07-24 19:00:00-05","2 days","bad"
31119,"226385","2015-07-24 19:00:00-05","2015-11-22 18:00:00-06","121 days","bad"
31119,"226386","2015-11-22 18:00:00-06","2016-03-25 19:00:00-05","124 days","bad"
31144,"226660","2015-02-08 18:00:00-06","2015-04-01 19:00:00-05","52 days","good"
31199,"227032","2015-05-11 19:00:00-05","2017-09-22 19:00:00-05","865 days","good"
31225,"227202","2015-10-12 19:00:00-05","2015-12-15 18:00:00-06","64 days","good"
31298,"227710","2015-12-06 18:00:00-06","2016-07-27 19:00:00-05","234 days","good"
31367,"228135","2015-07-16 19:00:00-05","2015-08-16 19:00:00-05","31 days","good"
31367,"228136","2015-08-16 19:00:00-05","2015-10-09 19:00:00-05","54 days","good"
31367,"228137","2015-10-09 19:00:00-05","2015-12-13 18:00:00-06","65 days","good"
31367,"228138","2015-12-13 18:00:00-06","2016-03-12 18:00:00-06","90 days","good"
31372,"228159","2015-05-07 19:00:00-05","2015-08-18 19:00:00-05","103 days","good"
31374,"228161","2015-03-10 19:00:00-05","2015-12-18 18:00:00-06","283 days","good"
31380,"228193","2015-07-21 19:00:00-05","2015-11-27 18:00:00-06","129 days","good"
31380,"228194","2015-11-27 18:00:00-06","2016-09-03 19:00:00-05","281 days","good"
31397,"228337","2015-05-23 19:00:00-05","2015-08-16 19:00:00-05","85 days","good"
31397,"228338","2015-08-16 19:00:00-05","2016-04-20 19:00:00-05","248 days","good"
31406,"228373","2015-06-17 19:00:00-05","2015-07-04 19:00:00-05","17 days","good"
31423,"228641","2015-03-04 18:00:00-06","2015-09-12 19:00:00-05","192 days","good"
31423,"228642","2015-09-12 19:00:00-05","2015-12-24 18:00:00-06","103 days","good"
31425,"228670","2015-04-29 19:00:00-05","2015-11-06 18:00:00-06","191 days","good"
31425,"228671","2015-11-06 18:00:00-06","2016-02-12 18:00:00-06","98 days","good"
31436,"228759","2015-03-07 18:00:00-06","2015-07-17 19:00:00-05","132 days","good"
31443,"228819","2015-05-06 19:00:00-05","2015-05-20 19:00:00-05","14 days","bad"
31443,"228820","2015-05-20 19:00:00-05","2015-08-03 19:00:00-05","75 days","bad"
31576,"229732","2015-02-13 18:00:00-06","2015-03-27 19:00:00-05","42 days","good"
31576,"229733","2015-03-27 19:00:00-05","2016-03-19 19:00:00-05","358 days","good"
31584,"229851","2015-02-13 18:00:00-06","2016-03-22 19:00:00-05","403 days","good"
31598,"229968","2015-06-22 19:00:00-05","2015-09-10 19:00:00-05","80 days","good"
31598,"229969","2015-09-10 19:00:00-05","2016-06-09 19:00:00-05","273 days","good"
31631,"230322","2015-01-07 18:00:00-06","2015-07-10 19:00:00-05","184 days","bad"
31631,"230323","2015-07-10 19:00:00-05","2015-07-22 19:00:00-05","12 days","bad"
31631,"230324","2015-07-22 19:00:00-05","2015-10-08 19:00:00-05","78 days","bad"
31631,"230325","2015-10-08 19:00:00-05","2016-10-26 19:00:00-05","384 days","bad"
31642,"230367","2015-08-23 19:00:00-05","2015-10-03 19:00:00-05","41 days","good"
31660,"230474","2015-01-12 18:00:00-06","2015-12-06 18:00:00-06","328 days","good"
31682,"230542","2015-05-26 19:00:00-05","2017-09-06 19:00:00-05","834 days","good"
31758,"231020","2015-05-12 19:00:00-05","2015-08-13 19:00:00-05","93 days","good"
31760,"231043","2015-03-23 19:00:00-05","2015-06-06 19:00:00-05","75 days","good"
31806,"231343","2015-09-05 19:00:00-05","2015-10-14 19:00:00-05","39 days","good"
31806,"231344","2015-10-14 19:00:00-05","2016-01-31 18:00:00-06","109 days","good"
31815,"231433","2015-09-05 19:00:00-05","2015-10-14 19:00:00-05","39 days","good"
31815,"231434","2015-10-14 19:00:00-05","2016-01-31 18:00:00-06","109 days","good"
31819,"231515","2015-09-05 19:00:00-05","2016-03-11 18:00:00-06","188 days","good"
